村居委代码,辖区,乡镇街道,村居委会,常驻总人口,常驻户籍人口,常驻流动人口
3.10E+11,黄浦区,南京东路街道,云南中路居委会,2830,1705,1125
3.10E+11,黄浦区,南京东路街道,龙泉园路居委会,5087,3082,2005
3.10E+11,黄浦区,南京东路街道,贵州路居委会,4436,2640,1796
3.10E+11,黄浦区,南京东路街道,新桥居委会,833,624,209
3.10E+11,黄浦区,南京东路街道,牛庄路居委会,2740,1669,1071
3.10E+11,黄浦区,南京东路街道,厦门路居委会,5776,3233,2543
3.10E+11,黄浦区,南京东路街道,福海居委会,4724,1667,3057
3.10E+11,黄浦区,南京东路街道,承兴居委会,4489,2633,1856
3.10E+11,黄浦区,南京东路街道,三德居委会,2415,1138,1277
3.10E+11,黄浦区,南京东路街道,福瑞居委会,4963,2532,2431
3.10E+11,黄浦区,南京东路街道,平望街居委会,4166,2647,1519
3.10E+11,黄浦区,南京东路街道,小花园居委会,3304,1234,2070
3.10E+11,黄浦区,南京东路街道,长江居委会,4622,1859,2763
3.10E+11,黄浦区,南京东路街道,江阴居委会,2349,1241,1108
3.10E+11,黄浦区,南京东路街道,均乐居委会,4727,2487,2240
3.10E+11,黄浦区,南京东路街道,新昌居委会,2388,1300,1088
3.10E+11,黄浦区,南京东路街道,振兴居委会,3322,1557,1765
3.10E+11,黄浦区,南京东路街道,定兴居委会,2897,1576,1321
3.10E+11,黄浦区,南京东路街道,顺天村居委会,3758,1923,1835
3.10E+11,黄浦区,外滩街道,汉口路居委会,1354,753,601
3.10E+11,黄浦区,外滩街道,北京居委会,3853,2120,1733
3.10E+11,黄浦区,外滩街道,宁波路居委会,2935,1513,1422
3.10E+11,黄浦区,外滩街道,无锡路居委会,3943,2343,1600
3.10E+11,黄浦区,外滩街道,东风居委会,3623,2098,1525
3.10E+11,黄浦区,外滩街道,山东北路居委会,5796,3217,2579
3.10E+11,黄浦区,外滩街道,虎丘路居委会,3272,1940,1332
3.10E+11,黄浦区,外滩街道,永安路居委会,2700,1079,1621
3.10E+11,黄浦区,外滩街道,永胜路居委会,1666,1045,621
3.10E+11,黄浦区,外滩街道,中山东一路居委会,5224,2581,2643
3.10E+11,黄浦区,外滩街道,盛泽居委会,446,295,151
3.10E+11,黄浦区,外滩街道,宝兴居委会,1205,462,743
3.10E+11,黄浦区,外滩街道,昭通路居委会,3801,2088,1713
3.10E+11,黄浦区,外滩街道,瑞福居委会,2846,1102,1744
3.10E+11,黄浦区,外滩街道,云南居委会,2458,1190,1268
3.10E+11,黄浦区,外滩街道,山西南路居委会,3333,1748,1585
3.10E+11,黄浦区,外滩街道,新建二村居委会,3733,2232,1501
3.10E+11,黄浦区,半淞园路街道,民立居委会,3636,1165,2471
3.10E+11,黄浦区,半淞园路街道,瞿四居委会,4574,1794,2780
3.10E+11,黄浦区,半淞园路街道,西三居委会,4953,1230,3723
3.10E+11,黄浦区,半淞园路街道,徽宁居委会,4602,1494,3108
3.10E+11,黄浦区,半淞园路街道,高雄居委会,4846,1991,2855
3.10E+11,黄浦区,半淞园路街道,瞿二居委会,6504,2165,4339
3.10E+11,黄浦区,半淞园路街道,三门峡居委会,3969,1587,2382
3.10E+11,黄浦区,半淞园路街道,市民居委会,6126,2648,3478
3.10E+11,黄浦区,半淞园路街道,西一居委会,4444,1883,2561
3.10E+11,黄浦区,半淞园路街道,制造居委会,3935,1133,2802
3.10E+11,黄浦区,半淞园路街道,保屯居委会,5112,1434,3678
3.10E+11,黄浦区,半淞园路街道,西二居委会,6150,1679,4471
3.10E+11,黄浦区,半淞园路街道,耀江花园居委会,10625,3804,6821
3.10E+11,黄浦区,半淞园路街道,黄浦新苑居委会,4625,1237,3388
3.10E+11,黄浦区,半淞园路街道,迎勋居委会,5160,2310,2850
3.10E+11,黄浦区,半淞园路街道,海西居委会,6693,2088,4605
3.10E+11,黄浦区,半淞园路街道,益元居委会,3538,2357,1181
3.10E+11,黄浦区,半淞园路街道,中福花苑第一居委会,7511,2626,4885
3.10E+11,黄浦区,半淞园路街道,车中居委会,5306,1673,3633
3.10E+11,黄浦区,半淞园路街道,普益居委会,4802,1718,3084
3.10E+11,黄浦区,半淞园路街道,新村居委会,4717,1829,2888
3.10E+11,黄浦区,半淞园路街道,中福花苑第二居委会,3450,1301,2149
3.10E+11,黄浦区,小东门街道,新码居委会,2766,1111,1655
3.10E+11,黄浦区,小东门街道,龙潭居委会,4128,1987,2141
3.10E+11,黄浦区,小东门街道,西姚居委会,5304,2737,2567
3.10E+11,黄浦区,小东门街道,中华居委会,5157,2919,2238
3.10E+11,黄浦区,小东门街道,白渡居委会,3379,1389,1990
3.10E+11,黄浦区,小东门街道,天灯居委会,4264,2352,1912
3.10E+11,黄浦区,小东门街道,小石桥居委会,532,314,218
3.10E+11,黄浦区,小东门街道,乔家居委会,225,88,137
3.10E+11,黄浦区,小东门街道,金坛居委会,8468,3491,4977
3.10E+11,黄浦区,小东门街道,赵家宅居委会,1616,796,820
3.10E+11,黄浦区,小东门街道,荷花池居委会,378,238,140
3.10E+11,黄浦区,小东门街道,阳光居委会,7062,2864,4198
3.10E+11,黄浦区,小东门街道,多稼居委会,1006,645,361
3.10E+11,黄浦区,小东门街道,万裕居委会,1665,1104,561
3.10E+11,黄浦区,小东门街道,府谷居委会,3717,1916,1801
3.10E+11,黄浦区,小东门街道,桑园居委会,3830,1545,2285
3.10E+11,黄浦区,豫园街道,四新居委会,2815,1760,1055
3.10E+11,黄浦区,豫园街道,宝带居委会,216,105,111
3.10E+11,黄浦区,豫园街道,光启居委会,2393,1334,1059
3.10E+11,黄浦区,豫园街道,果育居委会,2711,1255,1456
3.10E+11,黄浦区,豫园街道,侯家居委会,579,380,199
3.10E+11,黄浦区,豫园街道,太阳都市居委会,3913,1647,2266
3.10E+11,黄浦区,豫园街道,丹马居委会,523,283,240
3.10E+11,黄浦区,豫园街道,学院居委会,2792,1715,1077
3.10E+11,黄浦区,豫园街道,露香居委会,3652,2024,1628
3.10E+11,黄浦区,豫园街道,广福居委会,616,524,92
3.10E+11,黄浦区,豫园街道,肇方居委会,920,309,611
3.10E+11,黄浦区,豫园街道,同庆居委会,209,91,118
3.10E+11,黄浦区,豫园街道,泰瑞居委会,644,367,277
3.10E+11,黄浦区,豫园街道,淮海居委会,2528,1050,1478
3.10E+11,黄浦区,豫园街道,会稽居委会,4775,2434,2341
3.10E+11,黄浦区,豫园街道,方西居委会,2555,1101,1454
3.10E+11,黄浦区,豫园街道,古城居委会,242,117,125
3.10E+11,黄浦区,老西门街道,大兴居委会,4227,1364,2863
3.10E+11,黄浦区,老西门街道,大林居委会,4607,1360,3247
3.10E+11,黄浦区,老西门街道,文庙居委会,5408,2447,2961
3.10E+11,黄浦区,老西门街道,学宫街居委会,3901,2165,1736
3.10E+11,黄浦区,老西门街道,曹家街居委会,3441,2023,1418
3.10E+11,黄浦区,老西门街道,艾家弄居委会,2941,1255,1686
3.10E+11,黄浦区,老西门街道,小桃园居委会,7669,4306,3363
3.10E+11,黄浦区,老西门街道,方斜居委会,2972,1368,1604
3.10E+11,黄浦区,老西门街道,牌楼居委会,6946,2868,4078
3.10E+11,黄浦区,老西门街道,也是园居委会,2587,1333,1254
3.10E+11,黄浦区,老西门街道,龙门村居委会,5005,2193,2812
3.10E+11,黄浦区,老西门街道,小西门居委会,5681,2238,3443
3.10E+11,黄浦区,老西门街道,唐家湾居委会,2582,1241,1341
3.10E+11,黄浦区,老西门街道,净土街居委会,5226,2555,2671
3.10E+11,黄浦区,老西门街道,乔家栅居委会,750,265,485
3.10E+11,黄浦区,老西门街道,陆兴居委会,692,230,462
3.10E+11,黄浦区,老西门街道,明日星城居委会,3771,947,2824
3.10E+11,黄浦区,老西门街道,陆迎居委会,2250,890,1360
3.10E+11,黄浦区,五里桥街道,桥一居委会,6586,2195,4391
3.10E+11,黄浦区,五里桥街道,桥二居委会,3924,1285,2639
3.10E+11,黄浦区,五里桥街道,中二居委会,3957,1365,2592
3.10E+11,黄浦区,五里桥街道,中一居委会,7672,2541,5131
3.10E+11,黄浦区,五里桥街道,铁一居委会,5148,2411,2737
3.10E+11,黄浦区,五里桥街道,铁二居委会,2620,811,1809
3.10E+11,黄浦区,五里桥街道,瞿南居委会,8219,2629,5590
3.10E+11,黄浦区,五里桥街道,瞿中居委会,5989,2763,3226
3.10E+11,黄浦区,五里桥街道,瞿东居委会,8059,2928,5131
3.10E+11,黄浦区,五里桥街道,瞿西居委会,8268,3519,4749
3.10E+11,黄浦区,五里桥街道,斜土居委会,6064,1957,4107
3.10E+11,黄浦区,五里桥街道,打浦居委会,2752,802,1950
3.10E+11,黄浦区,五里桥街道,蒙自居委会,4234,1658,2576
3.10E+11,黄浦区,五里桥街道,龙华居委会,4585,1481,3104
3.10E+11,黄浦区,五里桥街道,丽园居委会,4270,1796,2474
3.10E+11,黄浦区,五里桥街道,桑城居委会,4359,1158,3201
3.10E+11,黄浦区,五里桥街道,紫荆居委会,4785,1053,3732
3.10E+11,黄浦区,五里桥街道,瑞南居委会,2064,428,1636
3.10E+11,黄浦区,五里桥街道,海悦居委会,3004,876,2128
3.10E+11,黄浦区,打浦桥街道,大同居委会,4104,1071,3033
3.10E+11,黄浦区,打浦桥街道,肇东居委会,5501,2200,3301
3.10E+11,黄浦区,打浦桥街道,泰康居委会,2485,940,1545
3.10E+11,黄浦区,打浦桥街道,建中居委会,4877,1961,2916
3.10E+11,黄浦区,打浦桥街道,丽一居委会,6182,2385,3797
3.10E+11,黄浦区,打浦桥街道,蒙西居委会,4014,1777,2237
3.10E+11,黄浦区,打浦桥街道,丽二居委会,5310,1614,3696
3.10E+11,黄浦区,打浦桥街道,银杏居委会,7881,2399,5482
3.10E+11,黄浦区,打浦桥街道,局后居委会,6112,1797,4315
3.10E+11,黄浦区,打浦桥街道,建一居委会,3743,2073,1670
3.10E+11,黄浦区,打浦桥街道,徐一居委会,140,77,63
3.10E+11,黄浦区,打浦桥街道,建三居委会,2840,1709,1131
3.10E+11,黄浦区,打浦桥街道,徐二居委会,2573,1525,1048
3.10E+11,黄浦区,打浦桥街道,建五居委会,2994,1111,1883
3.10E+11,黄浦区,打浦桥街道,锦海居委会,4115,1074,3041
3.10E+11,黄浦区,打浦桥街道,南塘居委会,4507,2134,2373
3.10E+11,黄浦区,打浦桥街道,汇龙居委会,3222,899,2323
3.10E+11,黄浦区,淮海中路街道,新华居委会,923,480,443
3.10E+11,黄浦区,淮海中路街道,合二居委会,3929,2132,1797
3.10E+11,黄浦区,淮海中路街道,复三居委会,5420,2060,3360
3.10E+11,黄浦区,淮海中路街道,复四居委会,3892,1899,1993
3.10E+11,黄浦区,淮海中路街道,志成居委会,6285,3706,2579
3.10E+11,黄浦区,淮海中路街道,大华居委会,4687,2873,1814
3.10E+11,黄浦区,淮海中路街道,复兴居委会,1653,734,919
3.10E+11,黄浦区,淮海中路街道,西成居委会,2783,1206,1577
3.10E+11,黄浦区,淮海中路街道,孝和居委会,877,464,413
3.10E+11,黄浦区,淮海中路街道,瑞华居委会,1655,1294,361
3.10E+11,黄浦区,淮海中路街道,建二居委会,1804,636,1168
3.10E+11,黄浦区,淮海中路街道,建四居委会,2963,1801,1162
3.10E+11,黄浦区,淮海中路街道,建六居委会,4897,1259,3638
3.10E+11,黄浦区,淮海中路街道,合一居委会,2096,917,1179
3.10E+11,黄浦区,淮海中路街道,顺六居委会,1352,594,758
3.10E+11,黄浦区,淮海中路街道,新天地居委会,2095,1164,931
3.10E+11,黄浦区,瑞金二路街道,雁荡居委会,3836,1553,2283
3.10E+11,黄浦区,瑞金二路街道,延中居委会,5133,2501,2632
3.10E+11,黄浦区,瑞金二路街道,巨鹿居委会,1643,755,888
3.10E+11,黄浦区,瑞金二路街道,锦江居委会,2682,1111,1571
3.10E+11,黄浦区,瑞金二路街道,南昌居委会,4169,1710,2459
3.10E+11,黄浦区,瑞金二路街道,茂名居委会,5342,2049,3293
3.10E+11,黄浦区,瑞金二路街道,淮中居委会,2202,1174,1028
3.10E+11,黄浦区,瑞金二路街道,长乐居委会,4756,2215,2541
3.10E+11,黄浦区,瑞金二路街道,香山居委会,3446,1408,2038
3.10E+11,黄浦区,瑞金二路街道,永嘉居委会,3457,1361,2096
3.10E+11,黄浦区,瑞金二路街道,思南居委会,3451,1359,2092
3.10E+11,黄浦区,瑞金二路街道,陕建居委会,2737,1357,1380
3.10E+11,黄浦区,瑞金二路街道,瑞成居委会,2412,1046,1366
3.10E+11,黄浦区,瑞金二路街道,瑞兴居委会,2626,1167,1459
3.10E+11,黄浦区,瑞金二路街道,建德居委会,2649,958,1691
3.10E+11,黄浦区,瑞金二路街道,瑞雪居委会,3491,1245,2246
3.10E+11,徐汇区,天平路街道,上海新村居委会,2659,776,1883
3.10E+11,徐汇区,天平路街道,德昌居委会,1815,440,1375
3.10E+11,徐汇区,天平路街道,康平居委会,2377,469,1908
3.10E+11,徐汇区,天平路街道,广元居委会,2631,578,2053
3.10E+11,徐汇区,天平路街道,安亭居委会,2333,598,1735
3.10E+11,徐汇区,天平路街道,吴兴居委会,3058,853,2205
3.10E+11,徐汇区,天平路街道,天平居委会,2592,736,1856
3.10E+11,徐汇区,天平路街道,宛平居委会,2539,536,2003
3.10E+11,徐汇区,天平路街道,高安居委会,2726,573,2153
3.10E+11,徐汇区,天平路街道,建新居委会,4791,1650,3141
3.10E+11,徐汇区,天平路街道,永太居委会,3624,1003,2621
3.10E+11,徐汇区,天平路街道,永嘉新村居委会,2166,484,1682
3.10E+11,徐汇区,天平路街道,桃源村居委会,2783,784,1999
3.10E+11,徐汇区,天平路街道,息村居委会,3821,1636,2185
3.10E+11,徐汇区,天平路街道,肇嘉浜居委会,4555,891,3664
3.10E+11,徐汇区,天平路街道,慎成居委会,3265,860,2405
3.10E+11,徐汇区,天平路街道,嘉善居委会,2566,1266,1300
3.10E+11,徐汇区,天平路街道,建岳居委会,2844,766,2078
3.10E+11,徐汇区,天平路街道,永康居委会,3583,1048,2535
3.10E+11,徐汇区,天平路街道,太原居委会,3432,881,2551
3.10E+11,徐汇区,天平路街道,陕西居委会,3116,829,2287
3.10E+11,徐汇区,湖南路街道,淮中居委会,2926,747,2179
3.10E+11,徐汇区,湖南路街道,安福居委会,3300,994,2306
3.10E+11,徐汇区,湖南路街道,兴武居委会,2530,706,1824
3.10E+11,徐汇区,湖南路街道,金波居委会,1386,448,938
3.10E+11,徐汇区,湖南路街道,武康居委会,1324,273,1051
3.10E+11,徐汇区,湖南路街道,春华居委会,2099,553,1546
3.10E+11,徐汇区,湖南路街道,华康居委会,1729,458,1271
3.10E+11,徐汇区,湖南路街道,复永居委会,2012,624,1388
3.10E+11,徐汇区,湖南路街道,新乐居委会,1909,509,1400
3.10E+11,徐汇区,湖南路街道,张家弄居委会,2661,1141,1520
3.10E+11,徐汇区,湖南路街道,复襄居委会,1320,396,924
3.10E+11,徐汇区,湖南路街道,复中居委会,869,179,690
3.10E+11,徐汇区,湖南路街道,东湖居委会,2611,745,1866
3.10E+11,徐汇区,湖南路街道,陕新居委会,2150,636,1514
3.10E+11,徐汇区,湖南路街道,淮海居委会,1578,367,1211
3.10E+11,徐汇区,湖南路街道,延庆居委会,2669,798,1871
3.10E+11,徐汇区,斜土路街道,日晖新城居委会,4305,556,3749
3.10E+11,徐汇区,斜土路街道,日晖七村居委会,2705,1029,1676
3.10E+11,徐汇区,斜土路街道,日晖六村第一居委会,5853,1879,3974
3.10E+11,徐汇区,斜土路街道,日晖六村第二居委会,4634,1511,3123
3.10E+11,徐汇区,斜土路街道,康巨居委会,4094,990,3104
3.10E+11,徐汇区,斜土路街道,江南新村居委会,5487,1807,3680
3.10E+11,徐汇区,斜土路街道,大木桥路第三居委会,3183,878,2305
3.10E+11,徐汇区,斜土路街道,上影居委会,3557,678,2879
3.10E+11,徐汇区,斜土路街道,茶陵居委会,2111,326,1785
3.10E+11,徐汇区,斜土路街道,日晖二村居委会,4330,1203,3127
3.10E+11,徐汇区,斜土路街道,肇嘉浜路第一居委会,4853,934,3919
3.10E+11,徐汇区,斜土路街道,肇清居委会,4327,1187,3140
3.10E+11,徐汇区,斜土路街道,景泰居委会,2125,441,1684
3.10E+11,徐汇区,斜土路街道,大木桥路第四居委会,2552,723,1829
3.10E+11,徐汇区,斜土路街道,大木桥路第五居委会,2831,337,2494
3.10E+11,徐汇区,斜土路街道,日晖五村居委会,2042,660,1382
3.10E+11,徐汇区,斜土路街道,恒益居委会,4042,937,3105
3.10E+11,徐汇区,斜土路街道,尚海湾居委会,5529,1848,3681
3.10E+11,徐汇区,斜土路街道,医学院路居委会,2885,636,2249
3.10E+11,徐汇区,枫林路街道,张家浜居委会,3601,1003,2598
3.10E+11,徐汇区,枫林路街道,谨斜居委会,3746,1038,2708
3.10E+11,徐汇区,枫林路街道,东安一村北居委会,3728,1045,2683
3.10E+11,徐汇区,枫林路街道,东安一村南居委会,4098,1500,2598
3.10E+11,徐汇区,枫林路街道,黄家宅居委会,3378,879,2499
3.10E+11,徐汇区,枫林路街道,西木北居委会,4882,1649,3233
3.10E+11,徐汇区,枫林路街道,西木南居委会,4624,1408,3216
3.10E+11,徐汇区,枫林路街道,沈家里居委会,2991,968,2023
3.10E+11,徐汇区,枫林路街道,振兴居委会,4565,1142,3423
3.10E+11,徐汇区,枫林路街道,医清居委会,4434,1197,3237
3.10E+11,徐汇区,枫林路街道,东安四村居委会,5146,1519,3627
3.10E+11,徐汇区,枫林路街道,枫林新村居委会,3672,942,2730
3.10E+11,徐汇区,枫林路街道,平江居委会,3299,1374,1925
3.10E+11,徐汇区,枫林路街道,庄家宅居委会,2213,527,1686
3.10E+11,徐汇区,枫林路街道,宛南新村第一、二居委会,3927,1157,2770
3.10E+11,徐汇区,枫林路街道,宛南三村居委会,3103,1115,1988
3.10E+11,徐汇区,枫林路街道,宛南四村居委会,2513,508,2005
3.10E+11,徐汇区,枫林路街道,宛南五村居委会,2346,668,1678
3.10E+11,徐汇区,枫林路街道,宛南六村居委会,3085,855,2230
3.10E+11,徐汇区,枫林路街道,天钥新村第一、二居委会,3572,1478,2094
3.10E+11,徐汇区,枫林路街道,天钥新村第三居委会,2346,754,1592
3.10E+11,徐汇区,枫林路街道,天钥新村第四居委会,4368,1600,2768
3.10E+11,徐汇区,枫林路街道,龙山新村第一居委会,3149,1031,2118
3.10E+11,徐汇区,枫林路街道,龙山新村第二居委会,3243,1042,2201
3.10E+11,徐汇区,枫林路街道,张东居委会,5847,2989,2858
3.10E+11,徐汇区,枫林路街道,安康居委会,5494,1177,4317
3.10E+11,徐汇区,枫林路街道,四季园居委会,1490,270,1220
3.10E+11,徐汇区,枫林路街道,汇园居委会,2921,741,2180
3.10E+11,徐汇区,枫林路街道,东安二村居委会,3296,758,2538
3.10E+11,徐汇区,枫林路街道,徐汇苑居委会,2395,671,1724
3.10E+11,徐汇区,枫林路街道,东安苑居委会,2327,707,1620
3.10E+11,徐汇区,长桥街道,长桥新村第一居委会,3142,995,2147
3.10E+11,徐汇区,长桥街道,长桥新二村居委会,4874,1861,3013
3.10E+11,徐汇区,长桥街道,港口居委会,3505,2219,1286
3.10E+11,徐汇区,长桥街道,长桥一村居委会,4214,1336,2878
3.10E+11,徐汇区,长桥街道,长桥三村第一居委会,4333,1429,2904
3.10E+11,徐汇区,长桥街道,长桥三村第二居委会,1520,468,1052
3.10E+11,徐汇区,长桥街道,长桥五村居委会,4784,1095,3689
3.10E+11,徐汇区,长桥街道,长桥七村居委会,2880,643,2237
3.10E+11,徐汇区,长桥街道,汇成一村居委会,3829,1099,2730
3.10E+11,徐汇区,长桥街道,汇成二村居委会,1955,504,1451
3.10E+11,徐汇区,长桥街道,汇成三村居委会,2067,591,1476
3.10E+11,徐汇区,长桥街道,汇成四村居委会,4210,1388,2822
3.10E+11,徐汇区,长桥街道,汇成五村居委会,4450,1182,3268
3.10E+11,徐汇区,长桥街道,园南二村居委会,4322,873,3449
3.10E+11,徐汇区,长桥街道,园南三村居委会,3101,791,2310
3.10E+11,徐汇区,长桥街道,光华居委会,3556,793,2763
3.10E+11,徐汇区,长桥街道,百龙居委会,2327,1145,1182
3.10E+11,徐汇区,长桥街道,园南一村居委会,3295,643,2652
3.10E+11,徐汇区,长桥街道,罗秀三村居委会,4641,1335,3306
3.10E+11,徐汇区,长桥街道,楼园居委会,4520,1023,3497
3.10E+11,徐汇区,长桥街道,长桥八村居委会,3461,718,2743
3.10E+11,徐汇区,长桥街道,平福居委会,2695,806,1889
3.10E+11,徐汇区,长桥街道,体育花苑居委会,1597,297,1300
3.10E+11,徐汇区,长桥街道,华东花苑第一居委会,2444,607,1837
3.10E+11,徐汇区,长桥街道,华东花苑第二居委会,4031,1070,2961
3.10E+11,徐汇区,长桥街道,汇澜园居委会,2126,515,1611
3.10E+11,徐汇区,长桥街道,徐汇新城居委会,6321,1272,5049
3.10E+11,徐汇区,长桥街道,中海瀛台居委会,4542,992,3550
3.10E+11,徐汇区,长桥街道,华滨居委会,4728,1387,3341
3.10E+11,徐汇区,长桥街道,华沁居委会,7296,2591,4705
3.10E+11,徐汇区,长桥街道,长桥四村居委会,6095,1443,4652
3.10E+11,徐汇区,长桥街道,罗秀居委会,6302,1644,4658
3.10E+11,徐汇区,田林街道,田林一、二村居委会,4492,2300,2192
3.10E+11,徐汇区,田林街道,田林三、四村居委会,3149,1056,2093
3.10E+11,徐汇区,田林街道,田林十二村居委会,4727,1490,3237
3.10E+11,徐汇区,田林街道,锦馨苑居委会,5122,1322,3800
3.10E+11,徐汇区,田林街道,新苑第一、二居委会,3833,796,3037
3.10E+11,徐汇区,田林街道,新苑第三、四居委会,3115,749,2366
3.10E+11,徐汇区,田林街道,田林十三村居委会,2225,779,1446
3.10E+11,徐汇区,田林街道,千鹤第三居委会,4005,1141,2864
3.10E+11,徐汇区,田林街道,千鹤第五居委会,3611,936,2675
3.10E+11,徐汇区,田林街道,万科华尔兹居委会,3420,830,2590
3.10E+11,徐汇区,田林街道,古宜居委会,5950,1954,3996
3.10E+11,徐汇区,田林街道,田林十一村居委会,4114,1344,2770
3.10E+11,徐汇区,田林街道,华鼎居委会,3930,1929,2001
3.10E+11,徐汇区,田林街道,田林五、六、七村居委会,5644,1810,3834
3.10E+11,徐汇区,田林街道,田林八、九、十村居委会,6493,1961,4532
3.10E+11,徐汇区,田林街道,新苑第五、六、七居委会,7661,1579,6082
3.10E+11,徐汇区,田林街道,田林十四村居委会,5336,1638,3698
3.10E+11,徐汇区,田林街道,长春居委会,3594,995,2599
3.10E+11,徐汇区,田林街道,爱建园居委会,5177,1038,4139
3.10E+11,徐汇区,田林街道,小安桥居委会,2837,734,2103
3.10E+11,徐汇区,田林街道,千鹤二四居委会,5496,1375,4121
3.10E+11,徐汇区,田林街道,千鹤六居委会,4110,1530,2580
3.10E+11,徐汇区,田林街道,尚汇豪庭居委会,3448,888,2560
3.10E+11,徐汇区,虹梅路街道,东兰路居委会,2147,912,1235
3.10E+11,徐汇区,虹梅路街道,古美路第一居委会,2172,847,1325
3.10E+11,徐汇区,虹梅路街道,古美路第二居委会,2033,943,1090
3.10E+11,徐汇区,虹梅路街道,钦北居委会,1762,1043,719
3.10E+11,徐汇区,虹梅路街道,古美路第三居委会,2190,944,1246
3.10E+11,徐汇区,虹梅路街道,古美路第四居委会,2351,823,1528
3.10E+11,徐汇区,虹梅路街道,桂林苑居委会,3037,905,2132
3.10E+11,徐汇区,虹梅路街道,虹南居委会,3011,1347,1664
3.10E+11,徐汇区,虹梅路街道,虹星居委会,2964,908,2056
3.10E+11,徐汇区,虹梅路街道,航天新苑居委会,1909,915,994
3.10E+11,徐汇区,虹梅路街道,怡桂苑居委会,1878,808,1070
3.10E+11,徐汇区,虹梅路街道,永兆居委会,1426,606,820
3.10E+11,徐汇区,虹梅路街道,华悦家园居委会,6880,3471,3409
3.10E+11,徐汇区,康健新村街道,寿昌山居委会,5155,1756,3399
3.10E+11,徐汇区,康健新村街道,长虹坊居委会,1501,304,1197
3.10E+11,徐汇区,康健新村街道,紫鹃园居委会,4812,1305,3507
3.10E+11,徐汇区,康健新村街道,玉兰园居委会,2529,783,1746
3.10E+11,徐汇区,康健新村街道,康乐小区居委会,6075,1688,4387
3.10E+11,徐汇区,康健新村街道,长青坊居委会,2126,477,1649
3.10E+11,徐汇区,康健新村街道,樱花园居委会,3489,1331,2158
3.10E+11,徐汇区,康健新村街道,康宁强居委会,6386,1729,4657
3.10E+11,徐汇区,康健新村街道,寿祥坊居委会,3748,726,3022
3.10E+11,徐汇区,康健新村街道,紫薇园居委会,3110,690,2420
3.10E+11,徐汇区,康健新村街道,茶花桂花居委会,5017,1338,3679
3.10E+11,徐汇区,康健新村街道,长顺海居委会,4072,1152,2920
3.10E+11,徐汇区,康健新村街道,寿益坊居委会,4701,716,3985
3.10E+11,徐汇区,康健新村街道,月季百藤居委会,4769,886,3883
3.10E+11,徐汇区,康健新村街道,丁香迎春居委会,4566,1207,3359
3.10E+11,徐汇区,康健新村街道,师大新村居委会,12652,6704,5948
3.10E+11,徐汇区,康健新村街道,桂林路第二居委会,1665,424,1241
3.10E+11,徐汇区,康健新村街道,桂康居委会,2212,1255,957
3.10E+11,徐汇区,康健新村街道,欣园居委会,2362,731,1631
3.10E+11,徐汇区,康健新村街道,联莘居委会,5131,1563,3568
3.10E+11,徐汇区,康健新村街道,金桂苑居委会,2164,403,1761
3.10E+11,徐汇区,康健新村街道,长丰坊居委会,2984,926,2058
3.10E+11,徐汇区,康健新村街道,长兴坊居委会,3182,1016,2166
3.10E+11,徐汇区,康健新村街道,紫荆党校居委会,3101,893,2208
3.10E+11,徐汇区,徐家汇街道,东塘居委会,3931,1060,2871
3.10E+11,徐汇区,徐家汇街道,番禺居委会,2543,980,1563
3.10E+11,徐汇区,徐家汇街道,柿子湾居委会,5379,1440,3939
3.10E+11,徐汇区,徐家汇街道,南丹居委会,5383,1507,3876
3.10E+11,徐汇区,徐家汇街道,虹交居委会,2279,1119,1160
3.10E+11,徐汇区,徐家汇街道,西塘居委会,3439,1175,2264
3.10E+11,徐汇区,徐家汇街道,乐山一村居委会,1958,539,1419
3.10E+11,徐汇区,徐家汇街道,乐山二、三村居委会,3160,1000,2160
3.10E+11,徐汇区,徐家汇街道,乐山四、五村居委会,6552,2787,3765
3.10E+11,徐汇区,徐家汇街道,乐山六、七村居委会,2674,706,1968
3.10E+11,徐汇区,徐家汇街道,乐山八、九村居委会,3004,809,2195
3.10E+11,徐汇区,徐家汇街道,虹二居委会,2742,979,1763
3.10E+11,徐汇区,徐家汇街道,交大新村居委会,4206,758,3448
3.10E+11,徐汇区,徐家汇街道,潘家宅居委会,2833,933,1900
3.10E+11,徐汇区,徐家汇街道,汇站居委会,3739,1195,2544
3.10E+11,徐汇区,徐家汇街道,文定居委会,4412,1080,3332
3.10E+11,徐汇区,徐家汇街道,陈家宅居委会,5045,1165,3880
3.10E+11,徐汇区,徐家汇街道,沈马居委会,3250,734,2516
3.10E+11,徐汇区,徐家汇街道,零陵居委会,2922,1168,1754
3.10E+11,徐汇区,徐家汇街道,启明居委会,3267,852,2415
3.10E+11,徐汇区,徐家汇街道,南赵巷居委会,3429,825,2604
3.10E+11,徐汇区,徐家汇街道,王家堂居委会,3443,1088,2355
3.10E+11,徐汇区,徐家汇街道,殷家角居委会,3449,1024,2425
3.10E+11,徐汇区,徐家汇街道,爱华居委会,4110,1140,2970
3.10E+11,徐汇区,徐家汇街道,科汇居委会,2623,718,1905
3.10E+11,徐汇区,徐家汇街道,徐汇新村居委会,3268,1053,2215
3.10E+11,徐汇区,徐家汇街道,汇翠居委会,5204,1649,3555
3.10E+11,徐汇区,徐家汇街道,名园居委会,3640,731,2909
3.10E+11,徐汇区,徐家汇街道,豪庭居委会,2979,739,2240
