村居委代码,辖区,乡镇街道,村居委会,常驻总人口,常驻户籍人口,常驻流动人口
3.10E+11,浦东新区,浦兴路街道,凌河路四居委会,2366,652,1714
3.10E+11,浦东新区,浦兴路街道,凌河路五居委会,5866,1443,4423
3.10E+11,浦东新区,浦兴路街道,凌河路七居委会,4289,1253,3036
3.10E+11,浦东新区,浦兴路街道,凌河路八居委会,4195,1076,3119
3.10E+11,浦东新区,浦兴路街道,东陆路一居委会,5560,1916,3644
3.10E+11,浦东新区,浦兴路街道,东陆路二居委会,5933,1904,4029
3.10E+11,浦东新区,浦兴路街道,东陆路五居委会,2482,591,1891
3.10E+11,浦东新区,浦兴路街道,荷泽路一居委会,2649,568,2081
3.10E+11,浦东新区,浦兴路街道,荷泽路三居委会,7001,1640,5361
3.10E+11,浦东新区,浦兴路街道,荷泽路五居委会,5209,1141,4068
3.10E+11,浦东新区,浦兴路街道,浦兴路一居委会,3524,651,2873
3.10E+11,浦东新区,浦兴路街道,胶东路一居委会,4017,1036,2981
3.10E+11,浦东新区,浦兴路街道,龙臣居委会,6762,1228,5534
3.10E+11,浦东新区,浦兴路街道,浦兴路三居委会,4353,1003,3350
3.10E+11,浦东新区,浦兴路街道,银桥居委会,3558,857,2701
3.10E+11,浦东新区,浦兴路街道,胶东路第二居委会,5560,1495,4065
3.10E+11,浦东新区,浦兴路街道,双桥居委会,4803,1513,3290
3.10E+11,浦东新区,浦兴路街道,金鑫居委会,4054,1172,2882
3.10E+11,浦东新区,浦兴路街道,金泽苑居委会,2284,381,1903
3.10E+11,浦东新区,浦兴路街道,东荷居委会,3069,611,2458
3.10E+11,浦东新区,浦兴路街道,金鹏居委会,3974,856,3118
3.10E+11,浦东新区,浦兴路街道,中大居委会,2089,368,1721
3.10E+11,浦东新区,浦兴路街道,证大第一居委会,5282,1324,3958
3.10E+11,浦东新区,浦兴路街道,长岛路居委会,5596,1288,4308
3.10E+11,浦东新区,浦兴路街道,浦兴路第二居委会,6146,1310,4836
3.10E+11,浦东新区,浦兴路街道,平度居委会,4149,1583,2566
3.10E+11,浦东新区,浦兴路街道,牟平居委会,3144,722,2422
3.10E+11,浦东新区,浦兴路街道,胶东路第三居委会,3121,618,2503
3.10E+11,浦东新区,浦兴路街道,凌河路第六居委会,4841,1327,3514
3.10E+11,浦东新区,浦兴路街道,凌河路第一居委会,3607,930,2677
3.10E+11,浦东新区,浦兴路街道,证大第二居委会,6571,1783,4788
3.10E+11,浦东新区,浦兴路街道,东陆路三居委会,6546,1741,4805
3.10E+11,浦东新区,浦兴路街道,东陆路四居委会,5006,1251,3755
3.10E+11,浦东新区,浦兴路街道,金桥湾居委会,6937,2027,4910
3.10E+11,浦东新区,浦兴路街道,台儿庄居委会,3220,1046,2174
3.10E+11,浦东新区,浦兴路街道,金桥居委会,2042,1304,738
3.10E+11,浦东新区,浦兴路街道,巨峰居委会,3403,1283,2120
3.10E+11,浦东新区,浦兴路街道,金东居委会,5921,2485,3436
3.10E+11,浦东新区,东明路街道,三林苑居委会,6194,1764,4430
3.10E+11,浦东新区,东明路街道,翠竹苑居委会,3402,839,2563
3.10E+11,浦东新区,东明路街道,金光新村一居委会,2103,583,1520
3.10E+11,浦东新区,东明路街道,金光居委会,8063,2386,5677
3.10E+11,浦东新区,东明路街道,凌兆新村第一居委会,2699,562,2137
3.10E+11,浦东新区,东明路街道,凌兆新村第二居委会,3391,729,2662
3.10E+11,浦东新区,东明路街道,凌兆新村第三居委会,1904,444,1460
3.10E+11,浦东新区,东明路街道,凌兆新村第四居委会,2482,516,1966
3.10E+11,浦东新区,东明路街道,凌兆新村第五居委会,2258,487,1771
3.10E+11,浦东新区,东明路街道,凌兆新村第六居委会,3951,712,3239
3.10E+11,浦东新区,东明路街道,凌兆新村第七居委会,4163,828,3335
3.10E+11,浦东新区,东明路街道,凌兆新村第八居委会,3826,908,2918
3.10E+11,浦东新区,东明路街道,凌兆新村第九居委会,2789,620,2169
3.10E+11,浦东新区,东明路街道,凌兆新村第十居委会,2490,653,1837
3.10E+11,浦东新区,东明路街道,凌兆新村第十一居委会,3252,677,2575
3.10E+11,浦东新区,东明路街道,凌兆新村第十二居委会,2141,429,1712
3.10E+11,浦东新区,东明路街道,凌兆新村第十三居委会,2207,638,1569
3.10E+11,浦东新区,东明路街道,凌兆新村第十四居委会,1752,388,1364
3.10E+11,浦东新区,东明路街道,凌兆新村第十五居委会,2426,612,1814
3.10E+11,浦东新区,东明路街道,品华苑居委会,2369,543,1826
3.10E+11,浦东新区,东明路街道,红枫苑居委会,1955,481,1474
3.10E+11,浦东新区,东明路街道,安居苑居委会,4897,1260,3637
3.10E+11,浦东新区,东明路街道,品翠苑居委会,3150,754,2396
3.10E+11,浦东新区,东明路街道,品新苑居委会,2601,657,1944
3.10E+11,浦东新区,东明路街道,棕榈苑居委会,2806,645,2161
3.10E+11,浦东新区,东明路街道,金桂苑居委会,1381,281,1100
3.10E+11,浦东新区,东明路街道,凌兆新村第十六居委会,2053,332,1721
3.10E+11,浦东新区,东明路街道,盛源居委会,1984,443,1541
3.10E+11,浦东新区,东明路街道,新月第一居委会,6928,1623,5305
3.10E+11,浦东新区,东明路街道,新月第二居委会,3928,1166,2762
3.10E+11,浦东新区,东明路街道,永泰花苑居委会,7512,2131,5381
3.10E+11,浦东新区,东明路街道,金禾苑居委会,3709,1056,2653
3.10E+11,浦东新区,东明路街道,金橘苑居委会,5654,1259,4395
3.10E+11,浦东新区,东明路街道,樱桃苑居委会,2268,508,1760
3.10E+11,浦东新区,东明路街道,金谊河畔居委会,5696,1675,4021
3.10E+11,浦东新区,东明路街道,金色雅筑居委会,2170,751,1419
3.10E+11,浦东新区,东明路街道,湾流域居委会,3968,1146,2822
3.10E+11,浦东新区,花木街道,牡丹第二居委会,5281,1883,3398
3.10E+11,浦东新区,花木街道,牡丹第四居委会,5031,1845,3186
3.10E+11,浦东新区,花木街道,牡丹第七居委会,3847,1248,2599
3.10E+11,浦东新区,花木街道,培花新村四居委会,5541,2100,3441
3.10E+11,浦东新区,花木街道,培花新村六居委会,4962,1340,3622
3.10E+11,浦东新区,花木街道,培花新村七居委会,4983,1627,3356
3.10E+11,浦东新区,花木街道,由由一居委会,4824,1251,3573
3.10E+11,浦东新区,花木街道,由由二居委会,4337,930,3407
3.10E+11,浦东新区,花木街道,由由四居委会,4440,1051,3389
3.10E+11,浦东新区,花木街道,由由五居委会,3133,697,2436
3.10E+11,浦东新区,花木街道,由由六居委会,4533,1707,2826
3.10E+11,浦东新区,花木街道,由由七居委会,5299,1114,4185
3.10E+11,浦东新区,花木街道,牡丹第八居委会,5124,1888,3236
3.10E+11,浦东新区,花木街道,东城新村第一居委会,3734,1111,2623
3.10E+11,浦东新区,花木街道,锦绣居委会,3626,1538,2088
3.10E+11,浦东新区,花木街道,牡丹第一居委会,5143,1523,3620
3.10E+11,浦东新区,花木街道,牡丹第六居委会,6139,1753,4386
3.10E+11,浦东新区,花木街道,万邦居委会,6531,2305,4226
3.10E+11,浦东新区,花木街道,牡丹第五居委会,4577,1557,3020
3.10E+11,浦东新区,花木街道,培花新村一居委会,7185,3570,3615
3.10E+11,浦东新区,花木街道,培花新村二居委会,4693,1742,2951
3.10E+11,浦东新区,花木街道,培花新村三居委会,5284,1828,3456
3.10E+11,浦东新区,花木街道,明月居委会,3530,808,2722
3.10E+11,浦东新区,花木街道,东城新村第三居委会,5864,1516,4348
3.10E+11,浦东新区,花木街道,东城新村第四居委会,4855,1273,3582
3.10E+11,浦东新区,花木街道,培花新村第九居委会,6760,2756,4004
3.10E+11,浦东新区,花木街道,牡丹第三居委会,2909,979,1930
3.10E+11,浦东新区,花木街道,东城新村第六居委会,6934,2798,4136
3.10E+11,浦东新区,花木街道,蓝天居委会,5752,1149,4603
3.10E+11,浦东新区,花木街道,东城新村第二居委会,3814,967,2847
3.10E+11,浦东新区,花木街道,东城新村第五居委会,6596,2011,4585
3.10E+11,浦东新区,花木街道,东城第七居委会,3885,1275,2610
3.10E+11,浦东新区,花木街道,东城新村第八居委会,2226,868,1358
3.10E+11,浦东新区,花木街道,由由八居委会,5225,2359,2866
3.10E+11,浦东新区,花木街道,世茂湖滨花园居委会,3206,1098,2108
3.10E+11,浦东新区,花木街道,联洋第一居委会,8668,2387,6281
3.10E+11,浦东新区,花木街道,联洋第二居委会,7638,2097,5541
3.10E+11,浦东新区,花木街道,联洋第三居委会,2473,928,1545
3.10E+11,浦东新区,花木街道,联洋第四居委会,4579,1323,3256
3.10E+11,浦东新区,花木街道,联洋第五居委会,10584,3556,7028
3.10E+11,浦东新区,花木街道,联洋第六居委会,5723,1264,4459
3.10E+11,浦东新区,花木街道,前程居委会,2486,1263,1223
3.10E+11,浦东新区,花木街道,御庭居委会,1967,1182,785
3.10E+11,浦东新区,花木街道,湖庭居委会,968,438,530
3.10E+11,浦东新区,花木街道,梧桐居委会,4989,1537,3452
3.10E+11,浦东新区,花木街道,东城第九居委会,1655,564,1091
3.10E+11,浦东新区,花木街道,培花新村第八居委会,1908,1073,835
3.10E+11,浦东新区,花木街道,牡丹第九居委会,5829,1645,4184
3.10E+11,浦东新区,花木街道,兰庭居委会,1719,499,1220
3.10E+11,浦东新区,花木街道,东城第十居委会,2509,752,1757
3.10E+11,浦东新区,花木街道,东城第十一居委会,4077,934,3143
3.10E+11,浦东新区,花木街道,联洋第七居委会,3515,894,2621
3.10E+11,浦东新区,川沙新镇,城西居委会,3014,1483,1531
3.10E+11,浦东新区,川沙新镇,侨光居委会,5842,1959,3883
3.10E+11,浦东新区,川沙新镇,南市居委会,3091,1371,1720
3.10E+11,浦东新区,川沙新镇,临园居委会,1180,556,624
3.10E+11,浦东新区,川沙新镇,园西居委会,4220,1964,2256
3.10E+11,浦东新区,川沙新镇,西市居委会,3602,1680,1922
3.10E+11,浦东新区,川沙新镇,川北居委会,1791,855,936
3.10E+11,浦东新区,川沙新镇,新川居委会,2271,1237,1034
3.10E+11,浦东新区,川沙新镇,南桥居委会,2909,1278,1631
3.10E+11,浦东新区,川沙新镇,东市居委会,1883,1008,875
3.10E+11,浦东新区,川沙新镇,城南居委会,4095,1328,2767
3.10E+11,浦东新区,川沙新镇,曙光居委会,5396,2318,3078
3.10E+11,浦东新区,川沙新镇,桃园居委会,4761,1879,2882
3.10E+11,浦东新区,川沙新镇,新德居委会,3646,1539,2107
3.10E+11,浦东新区,川沙新镇,普新居委会,3598,1645,1953
3.10E+11,浦东新区,川沙新镇,黄楼居委会,4760,2402,2358
3.10E+11,浦东新区,川沙新镇,妙华居委会,6693,2458,4235
3.10E+11,浦东新区,川沙新镇,妙境居委会,4918,1201,3717
3.10E+11,浦东新区,川沙新镇,天乐居委会,6225,2088,4137
3.10E+11,浦东新区,川沙新镇,明珠居委会,3550,1323,2227
3.10E+11,浦东新区,川沙新镇,新苑居委会,2313,567,1746
3.10E+11,浦东新区,川沙新镇,华盛居委会,3830,1054,2776
3.10E+11,浦东新区,川沙新镇,妙兰居委会,5216,1778,3438
3.10E+11,浦东新区,川沙新镇,沙田居委会,3624,1711,1913
3.10E+11,浦东新区,川沙新镇,申华居委会,4201,1184,3017
3.10E+11,浦东新区,川沙新镇,玉宇居委会,4205,1501,2704
3.10E+11,浦东新区,川沙新镇,妙龙居委会,6437,2539,3898
3.10E+11,浦东新区,川沙新镇,玉兰居委会,10382,6629,3753
3.10E+11,浦东新区,川沙新镇,妙城居委会,3296,952,2344
3.10E+11,浦东新区,川沙新镇,妙港居委会,7116,2347,4769
3.10E+11,浦东新区,川沙新镇,万馨居委会,6983,2992,3991
3.10E+11,浦东新区,川沙新镇,翔云居委会,3719,1257,2462
3.10E+11,浦东新区,川沙新镇,舒馨居委会,6038,2514,3524
3.10E+11,浦东新区,川沙新镇,华宇居委会,4917,1766,3151
3.10E+11,浦东新区,川沙新镇,鹿城居委会,2699,1001,1698
3.10E+11,浦东新区,川沙新镇,鹿新居委会,2843,316,2527
3.10E+11,浦东新区,川沙新镇,川迪第一居委会,4353,1705,2648
3.10E+11,浦东新区,川沙新镇,川迪第二居委会,5263,2119,3144
3.10E+11,浦东新区,川沙新镇,川迪第三居委会,5281,2208,3073
3.10E+11,浦东新区,川沙新镇,馨宇居委会,2492,462,2030
3.10E+11,浦东新区,川沙新镇,德馨居委会,4556,2579,1977
3.10E+11,浦东新区,川沙新镇,佳华居委会,3314,1220,2094
3.10E+11,浦东新区,川沙新镇,新虹居委会,3118,1585,1533
3.10E+11,浦东新区,川沙新镇,虹馨居委会,4219,2144,2075
3.10E+11,浦东新区,川沙新镇,虹宇居委会,3609,1748,1861
3.10E+11,浦东新区,川沙新镇,南佳居委会,3491,1371,2120
3.10E+11,浦东新区,川沙新镇,太平村村委会,704,474,230
3.10E+11,浦东新区,川沙新镇,柴场村村委会,145,45,100
3.10E+11,浦东新区,川沙新镇,陈行村村委会,2123,1379,744
3.10E+11,浦东新区,川沙新镇,虹桥村村委会,4898,2900,1998
3.10E+11,浦东新区,川沙新镇,南高桥村村委会,632,359,273
3.10E+11,浦东新区,川沙新镇,城南村村委会,1790,1101,689
3.10E+11,浦东新区,川沙新镇,妙境村村委会,103,55,48
3.10E+11,浦东新区,川沙新镇,长丰村村委会,4514,3128,1386
3.10E+11,浦东新区,川沙新镇,对面村村委会,487,382,105
3.10E+11,浦东新区,川沙新镇,湾镇村村委会,2924,1770,1154
3.10E+11,浦东新区,川沙新镇,杜尹村村委会,3338,1960,1378
3.10E+11,浦东新区,川沙新镇,高桥村村委会,1955,1074,881
3.10E+11,浦东新区,川沙新镇,长桥村村委会,2437,1217,1220
3.10E+11,浦东新区,川沙新镇,储店村村委会,4337,2422,1915
3.10E+11,浦东新区,川沙新镇,新浜村村委会,4145,1948,2197
3.10E+11,浦东新区,川沙新镇,吴店村村委会,3555,2335,1220
3.10E+11,浦东新区,川沙新镇,八灶村村委会,5309,3670,1639
3.10E+11,浦东新区,川沙新镇,牌楼村村委会,3766,2695,1071
3.10E+11,浦东新区,川沙新镇,七灶村村委会,2544,1199,1345
3.10E+11,浦东新区,川沙新镇,纯新村村委会,1787,603,1184
3.10E+11,浦东新区,川沙新镇,新春村村委会,5107,3446,1661
3.10E+11,浦东新区,川沙新镇,杜坊村村委会,729,435,294
3.10E+11,浦东新区,川沙新镇,界龙村村委会,4977,3060,1917
3.10E+11,浦东新区,川沙新镇,栏杆村村委会,4275,2880,1395
3.10E+11,浦东新区,川沙新镇,黄楼村村委会,3148,2043,1105
3.10E+11,浦东新区,川沙新镇,金家村村委会,656,301,355
3.10E+11,浦东新区,川沙新镇,棋杆村村委会,681,456,225
3.10E+11,浦东新区,川沙新镇,赵行村村委会,856,664,192
3.10E+11,浦东新区,川沙新镇,和平村村委会,2061,1007,1054
3.10E+11,浦东新区,川沙新镇,华路村村委会,3192,1614,1578
3.10E+11,浦东新区,川沙新镇,大洪村村委会,3535,1423,2112
3.10E+11,浦东新区,川沙新镇,民利村村委会,916,425,491
3.10E+11,浦东新区,川沙新镇,会龙村村委会,4320,1821,2499
3.10E+11,浦东新区,川沙新镇,新吉村村委会,5156,1716,3440
3.10E+11,浦东新区,川沙新镇,其成村村委会,5450,2874,2576
3.10E+11,浦东新区,川沙新镇,七星村村委会,672,204,468
3.10E+11,浦东新区,川沙新镇,民义村村委会,4031,1564,2467
3.10E+11,浦东新区,川沙新镇,汤店村村委会,3029,1021,2008
3.10E+11,浦东新区,川沙新镇,鹿溪村村委会,6720,3637,3083
3.10E+11,浦东新区,川沙新镇,连民村村委会,3524,1033,2491
3.10E+11,浦东新区,川沙新镇,陈桥村村委会,4316,1945,2371
3.10E+11,浦东新区,川沙新镇,果园村村委会,2295,1219,1076
3.10E+11,浦东新区,高桥镇,上炼新村一居委会,2597,1307,1290
3.10E+11,浦东新区,高桥镇,上炼新村二居委会,2826,1051,1775
3.10E+11,浦东新区,高桥镇,高桥新村居委会,2589,810,1779
3.10E+11,浦东新区,高桥镇,潼港一村居委会,2500,840,1660
3.10E+11,浦东新区,高桥镇,东街居委会,2740,993,1747
3.10E+11,浦东新区,高桥镇,南街居委会,6077,3132,2945
3.10E+11,浦东新区,高桥镇,西街居委会,3924,1995,1929
3.10E+11,浦东新区,高桥镇,富特三居委会,5349,1911,3438
3.10E+11,浦东新区,高桥镇,富特四居委会,4291,1495,2796
3.10E+11,浦东新区,高桥镇,富特五居委会,3948,1554,2394
3.10E+11,浦东新区,高桥镇,潼港二村居委会,3710,974,2736
3.10E+11,浦东新区,高桥镇,潼港三村居委会,3724,885,2839
3.10E+11,浦东新区,高桥镇,金高居委会,9219,3969,5250
3.10E+11,浦东新区,高桥镇,凌桥居委会,3423,2142,1281
3.10E+11,浦东新区,高桥镇,海高新村居委会,3949,1917,2032
3.10E+11,浦东新区,高桥镇,潼港五村居委会,3299,920,2379
3.10E+11,浦东新区,高桥镇,潼港六村居委会,6042,1763,4279
3.10E+11,浦东新区,高桥镇,潼港八村居委会,4370,1690,2680
3.10E+11,浦东新区,高桥镇,凌桥第二居委会,3396,1682,1714
3.10E+11,浦东新区,高桥镇,潼港四村居委会,5497,1472,4025
3.10E+11,浦东新区,高桥镇,潼港西八村居委会,4529,1478,3051
3.10E+11,浦东新区,高桥镇,陆凌居委会,2103,1467,636
3.10E+11,浦东新区,高桥镇,永久新村居委会,6970,2178,4792
3.10E+11,浦东新区,高桥镇,学前街居委会,4287,1552,2735
3.10E+11,浦东新区,高桥镇,高桥新城第一居委会,4048,1701,2347
3.10E+11,浦东新区,高桥镇,港城新苑居委会,3352,1207,2145
3.10E+11,浦东新区,高桥镇,凌桥第三居委会,4495,2285,2210
3.10E+11,浦东新区,高桥镇,和祥佳园居委会,6422,3223,3199
3.10E+11,浦东新区,高桥镇,凌桥第四居委会,5533,3309,2224
3.10E+11,浦东新区,高桥镇,凌桥第六居委会,4068,2473,1595
3.10E+11,浦东新区,高桥镇,凌桥第五居委会,3912,2324,1588
3.10E+11,浦东新区,高桥镇,高桥新城第二居委会,3690,1201,2489
3.10E+11,浦东新区,高桥镇,浦凌佳苑居委会,4865,3508,1357
3.10E+11,浦东新区,高桥镇,南塘村村委会,7209,5657,1552
3.10E+11,浦东新区,高桥镇,陆凌村村委会,7959,6329,1630
3.10E+11,浦东新区,高桥镇,屯粮巷村村委会,837,770,67
3.10E+11,浦东新区,高桥镇,新农村村委会,6250,5559,691
3.10E+11,浦东新区,高桥镇,镇北村村委会,3203,2511,692
3.10E+11,浦东新区,高桥镇,北新村村委会,2081,1529,552
3.10E+11,浦东新区,高桥镇,西新村村委会,4260,3147,1113
3.10E+11,浦东新区,高桥镇,新益村村委会,2088,1451,637
3.10E+11,浦东新区,高桥镇,仓房村村委会,4584,3113,1471
3.10E+11,浦东新区,高桥镇,三岔港村村委会,2784,1662,1122
3.10E+11,浦东新区,高桥镇,龙叶村村委会,1762,1393,369
3.10E+11,浦东新区,高桥镇,凌桥村村委会,5850,4244,1606
3.10E+11,浦东新区,高桥镇,顾家圩村村委会,1396,1146,250
3.10E+11,浦东新区,北蔡镇,虹南居委会,2922,959,1963
3.10E+11,浦东新区,北蔡镇,香花居委会,1943,1129,814
3.10E+11,浦东新区,北蔡镇,莲溪一居委会,5860,1743,4117
3.10E+11,浦东新区,北蔡镇,天池居委会,4615,1164,3451
3.10E+11,浦东新区,北蔡镇,莲溪四居委会,3361,993,2368
3.10E+11,浦东新区,北蔡镇,莲溪六居委会,4447,1342,3105
3.10E+11,浦东新区,北蔡镇,莲溪八居委会,4582,1431,3151
3.10E+11,浦东新区,北蔡镇,鹏海第一居委会,7394,3186,4208
3.10E+11,浦东新区,北蔡镇,鹏海第二居委会,2432,717,1715
3.10E+11,浦东新区,北蔡镇,和平居委会,2605,1160,1445
3.10E+11,浦东新区,北蔡镇,海东居委会,5329,1276,4053
3.10E+11,浦东新区,北蔡镇,莲溪九居委会,3708,1170,2538
3.10E+11,浦东新区,北蔡镇,艾东居委会,2836,864,1972
3.10E+11,浦东新区,北蔡镇,艾南居委会,3077,895,2182
3.10E+11,浦东新区,北蔡镇,下西浜居委会,4812,1482,3330
3.10E+11,浦东新区,北蔡镇,南新一村居委会,4816,1386,3430
3.10E+11,浦东新区,北蔡镇,南新四村居委会,4329,984,3345
3.10E+11,浦东新区,北蔡镇,南新六村居委会,3259,903,2356
3.10E+11,浦东新区,北蔡镇,南新七村居委会,4084,1152,2932
3.10E+11,浦东新区,北蔡镇,南江苑居委会,4584,1162,3422
3.10E+11,浦东新区,北蔡镇,南杨居委会,2401,503,1898
3.10E+11,浦东新区,北蔡镇,金旋居委会,1464,462,1002
3.10E+11,浦东新区,北蔡镇,绿川新村一居委会,2874,732,2142
3.10E+11,浦东新区,北蔡镇,绿川新村二居委会,3249,777,2472
3.10E+11,浦东新区,北蔡镇,绿川新村三居委会,5474,1330,4144
3.10E+11,浦东新区,北蔡镇,绿川新村四居委会,4342,1234,3108
3.10E+11,浦东新区,北蔡镇,安建居委会,5824,1647,4177
3.10E+11,浦东新区,北蔡镇,龙港居委会,3073,1281,1792
3.10E+11,浦东新区,北蔡镇,民乐苑居委会,5622,2146,3476
3.10E+11,浦东新区,北蔡镇,锦华居委会,1812,404,1408
3.10E+11,浦东新区,北蔡镇,河东居委会,5039,1878,3161
3.10E+11,浦东新区,北蔡镇,大华第一居委会,5707,1433,4274
3.10E+11,浦东新区,北蔡镇,大华第二居委会,5714,1470,4244
3.10E+11,浦东新区,北蔡镇,鹏海第七居委会,5651,2877,2774
3.10E+11,浦东新区,北蔡镇,御桥第一居委会,7086,2300,4786
3.10E+11,浦东新区,北蔡镇,御桥第二居委会,3727,1778,1949
3.10E+11,浦东新区,北蔡镇,大华三居委会,3219,740,2479
3.10E+11,浦东新区,北蔡镇,大华六居委会,3930,1095,2835
3.10E+11,浦东新区,北蔡镇,香溢居委会,2869,747,2122
3.10E+11,浦东新区,北蔡镇,春夏居委会,4868,2152,2716
3.10E+11,浦东新区,北蔡镇,御桥第四居委会,4366,1759,2607
3.10E+11,浦东新区,北蔡镇,艾南花苑居委会,4792,2188,2604
3.10E+11,浦东新区,北蔡镇,御桥第三居委会,3489,1429,2060
3.10E+11,浦东新区,北蔡镇,大华第四居委会,3619,1144,2475
3.10E+11,浦东新区,北蔡镇,振东第一居委会,9086,4224,4862
3.10E+11,浦东新区,北蔡镇,鹏海第八居委会,5250,2405,2845
3.10E+11,浦东新区,北蔡镇,龙博居委会,3260,1208,2052
3.10E+11,浦东新区,北蔡镇,鹏海第三居委会,3420,1957,1463
3.10E+11,浦东新区,北蔡镇,大华第八居委会,4710,2356,2354
3.10E+11,浦东新区,北蔡镇,鹏海第四居委会,6731,3694,3037
3.10E+11,浦东新区,北蔡镇,陈桥居委会,2873,1545,1328
3.10E+11,浦东新区,北蔡镇,莲安居委会,4184,1132,3052
3.10E+11,浦东新区,北蔡镇,紫叶居委会,6222,1451,4771
3.10E+11,浦东新区,北蔡镇,下南居委会,4652,1134,3518
3.10E+11,浦东新区,北蔡镇,莲中居委会,6591,2120,4471
3.10E+11,浦东新区,北蔡镇,博华居委会,3807,1030,2777
3.10E+11,浦东新区,北蔡镇,御桥第六居委会,7194,2417,4777
3.10E+11,浦东新区,北蔡镇,大华第七居委会,6717,2190,4527
3.10E+11,浦东新区,北蔡镇,杨桥村村委会,6313,4638,1675
3.10E+11,浦东新区,北蔡镇,中界村村委会,18290,15306,2984
3.10E+11,浦东新区,北蔡镇,联勤村村委会,3943,3309,634
3.10E+11,浦东新区,北蔡镇,五星村村委会,7257,6221,1036
3.10E+11,浦东新区,北蔡镇,御桥村村委会,3134,2922,212
3.10E+11,浦东新区,北蔡镇,卫行村村委会,5734,4891,843
3.10E+11,浦东新区,北蔡镇,一六村村委会,3478,2942,536
3.10E+11,浦东新区,北蔡镇,南新村村委会,3847,3251,596
3.10E+11,浦东新区,北蔡镇,同福村村委会,1390,1135,255
3.10E+11,浦东新区,合庆镇,合庆镇居委会,4023,1947,2076
3.10E+11,浦东新区,合庆镇,蔡路镇居委会,2001,1038,963
3.10E+11,浦东新区,合庆镇,胜利居委会,7081,6041,1040
3.10E+11,浦东新区,合庆镇,庆南居委会,5409,2540,2869
3.10E+11,浦东新区,合庆镇,益华居委会,4039,1658,2381
3.10E+11,浦东新区,合庆镇,庆东居委会,4008,1765,2243
3.10E+11,浦东新区,合庆镇,庆华居委会,3347,1280,2067
3.10E+11,浦东新区,合庆镇,庆利居委会,3219,2009,1210
3.10E+11,浦东新区,合庆镇,向东村村委会,3401,1848,1553
3.10E+11,浦东新区,合庆镇,前哨村村委会,3808,2401,1407
3.10E+11,浦东新区,合庆镇,朝阳村村委会,3169,1814,1355
3.10E+11,浦东新区,合庆镇,勤奋村村委会,4568,3125,1443
3.10E+11,浦东新区,合庆镇,向阳村村委会,1430,1398,32
3.10E+11,浦东新区,合庆镇,共一村村委会,2074,1598,476
3.10E+11,浦东新区,合庆镇,奚家村村委会,1873,1308,565
3.10E+11,浦东新区,合庆镇,庆丰村村委会,4937,2872,2065
3.10E+11,浦东新区,合庆镇,庆星村村委会,6276,4733,1543
3.10E+11,浦东新区,合庆镇,红星村村委会,5507,4969,538
3.10E+11,浦东新区,合庆镇,跃丰村村委会,3693,2450,1243
3.10E+11,浦东新区,合庆镇,永红村村委会,4669,3598,1071
3.10E+11,浦东新区,合庆镇,东风村村委会,5862,4627,1235
3.10E+11,浦东新区,合庆镇,直属村村委会,2797,1371,1426
3.10E+11,浦东新区,合庆镇,海塘村村委会,2803,1463,1340
3.10E+11,浦东新区,合庆镇,建光村村委会,2704,1464,1240
3.10E+11,浦东新区,合庆镇,勤昌村村委会,2008,1052,956
3.10E+11,浦东新区,合庆镇,春雷村村委会,2929,1420,1509
3.10E+11,浦东新区,合庆镇,友谊村村委会,2602,1412,1190
3.10E+11,浦东新区,合庆镇,青四村村委会,2469,1511,958
3.10E+11,浦东新区,合庆镇,青三村村委会,2379,1453,926
3.10E+11,浦东新区,合庆镇,大星村村委会,4044,2454,1590
3.10E+11,浦东新区,合庆镇,蔡路村村委会,5881,3268,2613
3.10E+11,浦东新区,合庆镇,勤益村村委会,3542,2442,1100
3.10E+11,浦东新区,合庆镇,益民村村委会,5186,3921,1265
3.10E+11,浦东新区,合庆镇,跃进村村委会,3664,2752,912
3.10E+11,浦东新区,合庆镇,华星村村委会,2641,1730,911
3.10E+11,浦东新区,合庆镇,勤俭村村委会,2127,999,1128
3.10E+11,浦东新区,合庆镇,营房村村委会,2709,1478,1231
3.10E+11,浦东新区,唐镇,东唐苑居委会,4353,2192,2161
3.10E+11,浦东新区,唐镇,王港镇居委会,4366,2841,1525
3.10E+11,浦东新区,唐镇,唐人苑居委会,3088,1073,2015
3.10E+11,浦东新区,唐镇,金枫居委会,6616,3108,3508
3.10E+11,浦东新区,唐镇,暮紫桥居委会,3055,2691,364
3.10E+11,浦东新区,唐镇,绿波苑居委会,5059,2804,2255
3.10E+11,浦东新区,唐镇,同馨苑居委会,5699,3217,2482
3.10E+11,浦东新区,唐镇,金唐居委会,5375,2842,2533
3.10E+11,浦东新区,唐镇,齐爱居委会,8064,4339,3725
3.10E+11,浦东新区,唐镇,瀚盛居委会,3583,2201,1382
3.10E+11,浦东新区,唐镇,金盛居委会,4402,2712,1690
3.10E+11,浦东新区,唐镇,唐丰苑居委会,5064,2811,2253
3.10E+11,浦东新区,唐镇,齐友佳苑居委会,7622,4606,3016
3.10E+11,浦东新区,唐镇,同福居委会,4643,2820,1823
3.10E+11,浦东新区,唐镇,上丰居委会,5435,2559,2876
3.10E+11,浦东新区,唐镇,金爵居委会,7536,3498,4038
3.10E+11,浦东新区,唐镇,保利居委会,6790,2663,4127
3.10E+11,浦东新区,唐镇,天歌居委会,4276,2296,1980
